,Project,HoleID,From,To,SG,Code,Lith,Geol
1024,UpperCanada,UC13_174E,381.0,381.91,2.42,1SV4,Trachytic syenite,Syenite
1025,UpperCanada,UC13_174E,370.94,371.86,2.61,1SV4,Trachytic syenite,Syenite
1026,UpperCanada,UC13_174E,371.86,372.77,2.64,1SV4,Trachytic syenite,Syenite
1027,UpperCanada,UC13_174E,372.77,373.68,2.64,1SV4,Trachytic syenite,Syenite
1028,UpperCanada,UC13_174E,373.68,374.6,2.64,1SV4,Trachytic syenite,Syenite
1029,UpperCanada,UC13_174E,374.6,375.51,2.45,1SV4,Trachytic syenite,Syenite
1030,UpperCanada,UC13_174E,375.51,376.43,2.56,1SV4,Trachytic syenite,Syenite
1031,UpperCanada,UC13_174E,365.46,366.37,2.57,1SV4,Trachytic syenite,Syenite
1032,UpperCanada,UC13_174E,366.37,367.28,2.61,1SV4,Trachytic syenite,Syenite
1033,UpperCanada,UC13_174E,367.28,368.2,3.33,1SV4,Trachytic syenite,Syenite
1034,UpperCanada,UC13_174E,368.2,369.11,2.63,1SV4,Trachytic syenite,Syenite
1035,UpperCanada,UC13_174E,369.11,370.03,2.63,1SV4,Trachytic syenite,Syenite
1036,UpperCanada,UC13_174E,370.03,370.94,2.55,1SV4,Trachytic syenite,Syenite
1037,UpperCanada,UC13_174E,387.4,388.32,2.56,1SV4,Trachytic syenite,Syenite
1038,UpperCanada,UC13_174E,388.32,389.23,2.62,1SV4,Trachytic syenite,Syenite
1039,UpperCanada,UC13_174E,389.23,390.14,2.58,1SV4,Trachytic syenite,Syenite
1040,UpperCanada,UC13_174E,390.14,391.06,2.67,1SV4,Trachytic syenite,Syenite
1041,UpperCanada,UC13_174E,391.06,391.97,2.6,1SV4,Trachytic syenite,Syenite
1042,UpperCanada,UC13_174E,391.97,392.89,2.58,1SV4,Trachytic syenite,Syenite
1043,UpperCanada,UC13_174E,386.49,387.4,2.51,1SV4,Trachytic syenite,Syenite
1044,UpperCanada,UC13_174E,420.32,421.23,2.89,1SV4,Trachytic syenite,Syenite
1045,UpperCanada,UC13_174E,421.23,422.15,2.54,1SV4,Trachytic syenite,Syenite
1046,UpperCanada,UC13_174E,422.15,423.06,2.52,1SV4,Trachytic syenite,Syenite
1047,UpperCanada,UC13_174E,423.06,423.98,2.67,1SV4,Trachytic syenite,Syenite
1048,UpperCanada,UC13_174E,423.98,424.89,2.69,1SV4,Trachytic syenite,Syenite
1049,UpperCanada,UC13_174E,414.83,415.75,2.65,1SV4,Trachytic syenite,Syenite
1050,UpperCanada,UC13_174E,415.75,416.66,2.11,1SV4,Trachytic syenite,Syenite
1051,UpperCanada,UC13_174E,416.66,417.58,2.58,1SV4,Trachytic syenite,Syenite
1052,UpperCanada,UC13_174E,417.58,418.49,2.61,1SV4,Trachytic syenite,Syenite
1053,UpperCanada,UC13_174E,418.49,419.4,2.68,1SV4,Trachytic syenite,Syenite
1054,UpperCanada,UC13_174E,419.4,420.32,2.67,1SV4,Trachytic syenite,Syenite
1055,UpperCanada,UC13_174E,409.35,410.26,2.69,1SV4,Trachytic syenite,Syenite
1056,UpperCanada,UC13_174E,410.26,411.18,2.43,1SV4,Trachytic syenite,Syenite
1057,UpperCanada,UC13_174E,411.18,412.09,2.51,1SV4,Trachytic syenite,Syenite
1058,UpperCanada,UC13_174E,412.09,413.0,2.6,1SV4,Trachytic syenite,Syenite
1059,UpperCanada,UC13_174E,413.0,413.92,2.61,1SV4,Trachytic syenite,Syenite
1060,UpperCanada,UC12_463,90.53,91.44,2.79,1SMa,Mafic Syenite,Syenite
1061,UpperCanada,UC12_463,80.16,81.08,2.74,1SMa,Mafic Syenite,Syenite
1062,UpperCanada,UC12_463,81.08,81.99,2.74,1SMa,Mafic Syenite,Syenite
1063,UpperCanada,UC12_463,81.99,82.91,2.99,1SMa,Mafic Syenite,Syenite
1064,UpperCanada,UC12_463,82.91,83.82,2.76,1SMa,Mafic Syenite,Syenite
1065,UpperCanada,UC12_463,83.82,84.73,2.87,1SMa,Mafic Syenite,Syenite
1066,UpperCanada,UC12_463,84.73,85.65,2.88,1SMa,Mafic Syenite,Syenite
1067,UpperCanada,UC12_463,74.68,75.59,2.73,1SMa,Mafic Syenite,Syenite
1068,UpperCanada,UC12_463,75.59,76.5,2.73,1SMa,Mafic Syenite,Syenite
1069,UpperCanada,UC12_463,76.5,77.42,2.71,1SMa,Mafic Syenite,Syenite
1070,UpperCanada,UC12_463,77.42,78.33,2.74,1SMa,Mafic Syenite,Syenite
1071,UpperCanada,UC12_463,78.33,79.25,2.74,1SMa,Mafic Syenite,Syenite
1072,UpperCanada,UC12_463,79.25,80.16,2.73,1SMa,Mafic Syenite,Syenite
1073,UpperCanada,UC12_463,69.19,70.1,2.8,1SMa,Mafic Syenite,Syenite
1074,UpperCanada,UC12_463,70.1,71.02,2.78,1SMa,Mafic Syenite,Syenite
1075,UpperCanada,UC12_463,71.02,71.93,2.77,1SMa,Mafic Syenite,Syenite
1076,UpperCanada,UC12_463,71.93,72.85,2.75,1SMa,Mafic Syenite,Syenite
1077,UpperCanada,UC12_463,72.85,73.76,2.75,1SMa,Mafic Syenite,Syenite
1078,UpperCanada,UC12_463,73.76,74.68,2.75,1SMa,Mafic Syenite,Syenite
1079,UpperCanada,UC12_463,66.45,67.36,2.79,1SMa,Mafic Syenite,Syenite
1080,UpperCanada,UC12_463,67.36,68.28,2.78,1SMa,Mafic Syenite,Syenite
1081,UpperCanada,UC12_463,68.28,69.19,2.75,1SMa,Mafic Syenite,Syenite
1082,UpperCanada,UC12_463,113.39,114.3,2.75,1Sa,Altered Syenite,Syenite
1083,UpperCanada,UC12_463,107.9,108.81,2.74,1Sa,Altered Syenite,Syenite
1084,UpperCanada,UC12_463,108.81,109.73,2.72,1Sa,Altered Syenite,Syenite
1085,UpperCanada,UC12_463,109.73,110.64,2.77,1Sa,Altered Syenite,Syenite
1086,UpperCanada,UC12_463,110.64,111.56,2.75,1Sa,Altered Syenite,Syenite
1087,UpperCanada,UC12_463,111.56,112.47,2.81,1Sa,Altered Syenite,Syenite
1088,UpperCanada,UC12_463,112.47,113.39,2.74,1Sa,Altered Syenite,Syenite
1089,UpperCanada,UC12_463,102.41,103.33,2.74,1Sa,Altered Syenite,Syenite
1090,UpperCanada,UC12_463,103.33,104.24,2.18,1Sa,Altered Syenite,Syenite
1091,UpperCanada,UC12_463,104.24,105.16,2.75,1Sa,Altered Syenite,Syenite
1092,UpperCanada,UC12_463,105.16,106.07,2.72,1Sa,Altered Syenite,Syenite
1093,UpperCanada,UC12_463,106.07,106.98,2.72,1Sa,Altered Syenite,Syenite
1094,UpperCanada,UC12_463,106.98,107.9,2.73,1Sa,Altered Syenite,Syenite
1095,UpperCanada,UC12_463,99.67,100.58,2.67,1Sa,Altered Syenite,Syenite
1096,UpperCanada,UC12_463,100.58,101.5,2.77,1Sa,Altered Syenite,Syenite
1097,UpperCanada,UC12_463,101.5,102.41,2.74,1Sa,Altered Syenite,Syenite
1098,UpperCanada,UC12_463,114.3,115.21,2.76,V4M,Trachyte mafic,Trachyte
1099,UpperCanada,UC12_464,44.5,45.42,2.8,S3a,Wacke Altered,Sediments
1100,UpperCanada,UC12_464,45.42,46.33,2.77,S3a,Wacke Altered,Sediments
1101,UpperCanada,UC12_464,46.33,47.24,2.77,S3a,Wacke Altered,Sediments
1102,UpperCanada,UC12_464,36.58,37.19,2.76,S3a,Wacke Altered,Sediments
1103,UpperCanada,UC12_464,37.19,38.1,2.75,S3a,Wacke Altered,Sediments
1104,UpperCanada,UC12_464,38.1,39.01,2.78,S3a,Wacke Altered,Sediments
1105,UpperCanada,UC12_464,39.01,39.93,2.81,S3a,Wacke Altered,Sediments
1106,UpperCanada,UC12_464,39.93,40.84,2.76,S3a,Wacke Altered,Sediments
1107,UpperCanada,UC12_464,40.84,41.76,2.79,S3a,Wacke Altered,Sediments
1108,UpperCanada,UC12_464,48.16,49.07,2.73,S3a,Wacke Altered,Sediments
1109,UpperCanada,UC12_464,49.07,49.99,2.86,S3a,Wacke Altered,Sediments
1110,UpperCanada,UC12_464,49.99,50.9,2.7,S3a,Wacke Altered,Sediments
1111,UpperCanada,UC12_464,50.9,51.82,2.73,S3a,Wacke Altered,Sediments
1112,UpperCanada,UC12_464,51.82,52.73,2.81,S3a,Wacke Altered,Sediments
1113,UpperCanada,UC13_468,27.13,28.04,2.74,V4T,Trachytic tuff,Trachyte
1114,UpperCanada,UC13_468,28.04,28.96,2.78,V4T,Trachytic tuff,Trachyte
1115,UpperCanada,UC13_468,28.96,29.87,2.8,V4T,Trachytic tuff,Trachyte
1116,UpperCanada,UC13_468,29.87,30.78,2.74,V4T,Trachytic tuff,Trachyte
1117,UpperCanada,UC13_468,30.78,31.7,2.79,V4T,Trachytic tuff,Trachyte
1118,UpperCanada,UC13_468,21.64,22.56,2.78,V4T,Trachytic tuff,Trachyte
1119,UpperCanada,UC13_468,22.56,23.47,2.82,V4T,Trachytic tuff,Trachyte
1120,UpperCanada,UC13_468,23.47,24.38,2.71,V4T,Trachytic tuff,Trachyte
1121,UpperCanada,UC13_468,24.38,25.3,2.73,V4T,Trachytic tuff,Trachyte
1122,UpperCanada,UC13_468,25.3,26.21,2.76,V4T,Trachytic tuff,Trachyte
1123,UpperCanada,UC13_468,26.21,27.13,2.77,V4T,Trachytic tuff,Trachyte
1124,UpperCanada,UC13_468,16.15,17.07,2.74,V4T,Trachytic tuff,Trachyte
1125,UpperCanada,UC13_468,17.07,17.98,2.72,V4T,Trachytic tuff,Trachyte
1126,UpperCanada,UC13_468,17.98,18.9,2.83,V4T,Trachytic tuff,Trachyte
1127,UpperCanada,UC13_468,18.9,19.81,2.75,V4T,Trachytic tuff,Trachyte
1128,UpperCanada,UC13_468,19.81,20.73,2.78,V4T,Trachytic tuff,Trachyte
1129,UpperCanada,UC13_468,20.73,21.64,2.69,V4T,Trachytic tuff,Trachyte
1130,UpperCanada,UC13_468,10.67,11.58,2.75,V4T,Trachytic tuff,Trachyte
1131,UpperCanada,UC13_468,11.58,12.5,2.75,V4T,Trachytic tuff,Trachyte
1132,UpperCanada,UC13_468,12.5,13.41,2.71,V4T,Trachytic tuff,Trachyte
1133,UpperCanada,UC13_468,13.41,14.33,2.74,V4T,Trachytic tuff,Trachyte
1134,UpperCanada,UC13_468,14.33,15.24,2.75,V4T,Trachytic tuff,Trachyte
1135,UpperCanada,UC13_468,15.24,16.15,2.75,V4T,Trachytic tuff,Trachyte
1136,UpperCanada,UC13_468,6.31,7.01,2.74,V4T,Trachytic tuff,Trachyte
1137,UpperCanada,UC13_468,7.01,7.92,3.41,V4T,Trachytic tuff,Trachyte
1138,UpperCanada,UC12_451W1A,1068.02,1068.93,2.81,V4RS,trachyte red spotted,Trachyte
1139,UpperCanada,UC12_451W1A,1068.93,1069.85,2.8,V4RS,trachyte red spotted,Trachyte
1140,UpperCanada,UC12_451W1A,1069.85,1070.76,2.74,V4RS,trachyte red spotted,Trachyte
1141,UpperCanada,UC12_451W1A,1070.76,1071.68,2.8,V4RS,trachyte red spotted,Trachyte
1142,UpperCanada,UC12_451W1A,1071.68,1072.59,2.76,V4RS,trachyte red spotted,Trachyte
1143,UpperCanada,UC12_451W1A,1061.62,1062.53,2.77,V4RS,trachyte red spotted,Trachyte
1144,UpperCanada,UC12_451W1A,1062.53,1063.45,2.87,V4RS,trachyte red spotted,Trachyte
1145,UpperCanada,UC12_451W1A,1063.45,1064.36,2.83,V4RS,trachyte red spotted,Trachyte
1146,UpperCanada,UC12_451W1A,1064.36,1065.28,2.82,V4RS,trachyte red spotted,Trachyte
1147,UpperCanada,UC12_451W1A,1065.28,1066.19,2.8,V4RS,trachyte red spotted,Trachyte
1148,UpperCanada,UC12_451W1A,1066.19,1067.1,2.79,V4RS,trachyte red spotted,Trachyte
1149,UpperCanada,UC12_451W1A,1056.13,1057.05,2.83,V4RS,trachyte red spotted,Trachyte
1150,UpperCanada,UC12_451W1A,1057.05,1057.96,2.93,V4RS,trachyte red spotted,Trachyte
1151,UpperCanada,UC12_451W1A,1057.96,1058.88,2.83,V4RS,trachyte red spotted,Trachyte
1152,UpperCanada,UC12_451W1A,1058.88,1059.79,2.9,V4RS,trachyte red spotted,Trachyte
1153,UpperCanada,UC12_451W1A,1059.79,1060.7,2.89,V4RS,trachyte red spotted,Trachyte
1154,UpperCanada,UC12_451W1A,1060.7,1061.62,2.83,V4RS,trachyte red spotted,Trachyte
1155,UpperCanada,UC12_451W1A,1051.56,1052.47,2.85,V4RS,trachyte red spotted,Trachyte
1156,UpperCanada,UC12_451W1A,1052.47,1053.39,2.85,V4RS,trachyte red spotted,Trachyte
1157,UpperCanada,UC12_451W1A,1053.39,1054.3,2.84,V4RS,trachyte red spotted,Trachyte
1158,UpperCanada,UC12_451W1A,1054.3,1055.22,2.84,V4RS,trachyte red spotted,Trachyte
1159,UpperCanada,UC12_451W1A,1055.22,1056.13,2.8,V4RS,trachyte red spotted,Trachyte
1160,UpperCanada,UC12_453W2,1329.54,1330.45,2.83,V4MT,Trachyte mafic tuff,Trachyte
1161,UpperCanada,UC12_453W2,1330.45,1331.37,2.86,V4MT,Trachyte mafic tuff,Trachyte
1162,UpperCanada,UC12_453W2,1331.37,1332.28,2.86,V4MT,Trachyte mafic tuff,Trachyte
1163,UpperCanada,UC12_453W2,1332.28,1333.2,2.85,V4MT,Trachyte mafic tuff,Trachyte
1164,UpperCanada,UC12_453W2,1333.2,1334.11,2.82,V4MT,Trachyte mafic tuff,Trachyte
1165,UpperCanada,UC12_453W2,1334.11,1335.02,2.91,V4MT,Trachyte mafic tuff,Trachyte
1166,UpperCanada,UC12_453W2,1312.16,1313.08,2.78,V4MT,Trachyte mafic tuff,Trachyte
1167,UpperCanada,UC12_453W2,1313.08,1313.99,2.81,V4MT,Trachyte mafic tuff,Trachyte
1168,UpperCanada,UC12_453W2,1313.99,1314.91,2.83,V4MT,Trachyte mafic tuff,Trachyte
1169,UpperCanada,UC12_453W2,1326.49,1327.4,2.82,V4MT,Trachyte mafic tuff,Trachyte
1170,UpperCanada,UC12_453W2,1327.4,1328.32,2.83,V4MT,Trachyte mafic tuff,Trachyte
1171,UpperCanada,UC12_453W2,1328.32,1329.54,2.84,V4MT,Trachyte mafic tuff,Trachyte
1172,UpperCanada,UC12_453W2,1306.68,1307.59,2.69,V4MT,Trachyte mafic tuff,Trachyte
1173,UpperCanada,UC13_468,7.92,8.84,2.73,V4T,Trachytic tuff,Trachyte
1174,UpperCanada,UC13_468,8.84,9.75,2.74,V4T,Trachytic tuff,Trachyte
1175,UpperCanada,UC13_468,9.75,10.67,2.78,V4T,Trachytic tuff,Trachyte
1176,UpperCanada,UC13_468,32.61,33.53,2.68,CTZ,Contact Zone,
1177,UpperCanada,UC13_468,33.53,34.44,2.73,CTZ,Contact Zone,
1178,UpperCanada,UC13_468,34.44,35.36,2.74,CTZ,Contact Zone,
1179,UpperCanada,UC13_468,181.05,181.97,2.75,S3a,Wacke Altered,Sediments
1180,UpperCanada,UC13_468,181.97,182.88,2.72,S3a,Wacke Altered,Sediments
1181,UpperCanada,UC13_468,182.88,183.79,2.8,S3a,Wacke Altered,Sediments
1182,UpperCanada,UC13_468,183.79,184.71,2.77,S3a,Wacke Altered,Sediments
1183,UpperCanada,UC13_468,175.56,176.48,2.72,S3a,Wacke Altered,Sediments
1184,UpperCanada,UC13_468,176.48,177.39,2.82,S3a,Wacke Altered,Sediments
1185,UpperCanada,UC13_468,177.39,178.31,2.82,S3a,Wacke Altered,Sediments
1186,UpperCanada,UC13_468,178.31,179.22,2.68,S3a,Wacke Altered,Sediments
1187,UpperCanada,UC13_468,179.22,180.14,2.84,S3a,Wacke Altered,Sediments
1188,UpperCanada,UC13_468,180.14,181.05,2.82,S3a,Wacke Altered,Sediments
1189,UpperCanada,UC13_468,170.08,170.99,2.7,S3a,Wacke Altered,Sediments
1190,UpperCanada,UC13_468,170.99,171.91,2.79,S3a,Wacke Altered,Sediments
1191,UpperCanada,UC13_468,171.91,172.82,2.8,S3a,Wacke Altered,Sediments
1192,UpperCanada,UC13_468,172.82,173.74,2.69,S3a,Wacke Altered,Sediments
1193,UpperCanada,UC13_468,173.74,174.65,2.83,S3a,Wacke Altered,Sediments
1194,UpperCanada,UC13_468,174.65,175.56,2.75,S3a,Wacke Altered,Sediments
1195,UpperCanada,UC13_468,164.59,165.51,2.77,S3a,Wacke Altered,Sediments
1196,UpperCanada,UC13_468,165.51,166.42,2.81,S3a,Wacke Altered,Sediments
1197,UpperCanada,UC13_468,166.42,167.34,2.77,S3a,Wacke Altered,Sediments
1198,UpperCanada,UC13_468,167.34,168.25,2.83,S3a,Wacke Altered,Sediments
1199,UpperCanada,UC13_468,168.25,169.16,2.83,S3a,Wacke Altered,Sediments
1200,UpperCanada,UC13_468,169.16,170.08,2.8,S3a,Wacke Altered,Sediments
1201,UpperCanada,UC13_468,159.11,160.02,2.75,S3a,Wacke Altered,Sediments
1202,UpperCanada,UC13_468,160.02,160.93,2.65,S3a,Wacke Altered,Sediments
1203,UpperCanada,UC13_468,160.93,161.85,2.65,S3a,Wacke Altered,Sediments
1204,UpperCanada,UC13_468,161.85,162.76,2.71,S3a,Wacke Altered,Sediments
1205,UpperCanada,UC13_468,162.76,163.68,2.75,S3a,Wacke Altered,Sediments
1206,UpperCanada,UC13_468,163.68,164.59,2.72,S3a,Wacke Altered,Sediments
1207,UpperCanada,UC13_468,153.62,154.53,2.74,S3a,Wacke Altered,Sediments
1208,UpperCanada,UC13_468,154.53,155.45,2.7,S3a,Wacke Altered,Sediments
1209,UpperCanada,UC13_468,155.45,156.36,2.76,S3a,Wacke Altered,Sediments
1210,UpperCanada,UC13_468,156.36,157.28,2.7,S3a,Wacke Altered,Sediments
1211,UpperCanada,UC13_468,157.28,158.19,2.7,S3a,Wacke Altered,Sediments
1212,UpperCanada,UC13_468,158.19,159.11,2.67,S3a,Wacke Altered,Sediments
1213,UpperCanada,UC13_480,142.04,142.95,2.79,V4MT,Trachyte mafic tuff,Trachyte
1214,UpperCanada,UC13_480,131.98,132.89,2.71,V4MT,Trachyte mafic tuff,Trachyte
1215,UpperCanada,UC13_480,132.89,133.81,2.76,V4MT,Trachyte mafic tuff,Trachyte
1216,UpperCanada,UC13_480,133.81,134.72,2.78,V4MT,Trachyte mafic tuff,Trachyte
1217,UpperCanada,UC13_480,134.72,135.64,2.79,V4MT,Trachyte mafic tuff,Trachyte
1218,UpperCanada,UC13_480,135.64,136.55,2.77,V4MT,Trachyte mafic tuff,Trachyte
1219,UpperCanada,UC13_480,136.55,137.46,2.75,V4MT,Trachyte mafic tuff,Trachyte
1220,UpperCanada,UC13_480,126.49,127.41,2.68,V4MT,Trachyte mafic tuff,Trachyte
1221,UpperCanada,UC13_480,127.41,128.32,2.64,V4MT,Trachyte mafic tuff,Trachyte
1222,UpperCanada,UC13_480,128.32,129.24,2.68,V4MT,Trachyte mafic tuff,Trachyte
1223,UpperCanada,UC13_480,129.24,130.15,2.7,V4MT,Trachyte mafic tuff,Trachyte
1224,UpperCanada,UC13_480,130.15,131.06,2.76,V4MT,Trachyte mafic tuff,Trachyte
1225,UpperCanada,UC13_480,131.06,131.98,2.7,V4MT,Trachyte mafic tuff,Trachyte
1226,UpperCanada,UC13_480,123.75,124.66,2.66,V4MT,Trachyte mafic tuff,Trachyte
1227,UpperCanada,UC13_480,124.66,125.58,2.65,V4MT,Trachyte mafic tuff,Trachyte
1228,UpperCanada,UC13_480,125.58,126.49,2.66,V4MT,Trachyte mafic tuff,Trachyte
1229,UpperCanada,UC13_480,118.26,119.18,2.75,V4MT,Trachyte mafic tuff,Trachyte
1230,UpperCanada,UC13_480,119.18,120.09,2.75,V4MT,Trachyte mafic tuff,Trachyte
1231,UpperCanada,UC13_480,120.09,121.01,2.8,V4MT,Trachyte mafic tuff,Trachyte
1232,UpperCanada,UC13_480,121.01,121.92,2.8,V4MT,Trachyte mafic tuff,Trachyte
1233,UpperCanada,UC13_480,121.92,122.83,2.67,V4MT,Trachyte mafic tuff,Trachyte
1234,UpperCanada,UC13_480,122.83,123.75,2.66,V4MT,Trachyte mafic tuff,Trachyte
1235,UpperCanada,UC13_480,112.78,113.69,2.75,V4MT,Trachyte mafic tuff,Trachyte
1236,UpperCanada,UC13_480,113.69,114.6,2.83,V4MT,Trachyte mafic tuff,Trachyte
1237,UpperCanada,UC13_480,114.6,115.52,2.81,V4MT,Trachyte mafic tuff,Trachyte
1238,UpperCanada,UC13_480,115.52,116.43,2.83,V4MT,Trachyte mafic tuff,Trachyte
1239,UpperCanada,UC13_480,116.43,117.35,2.79,V4MT,Trachyte mafic tuff,Trachyte
1240,UpperCanada,UC13_480,117.35,118.26,2.8,V4MT,Trachyte mafic tuff,Trachyte
1241,UpperCanada,UC13_480,107.29,108.2,2.69,V4MT,Trachyte mafic tuff,Trachyte
1242,UpperCanada,UC13_480,108.2,109.12,2.75,V4MT,Trachyte mafic tuff,Trachyte
1243,UpperCanada,UC13_480,109.12,110.03,2.7,V4MT,Trachyte mafic tuff,Trachyte
1244,UpperCanada,UC13_480,110.03,110.95,2.72,V4MT,Trachyte mafic tuff,Trachyte
1245,UpperCanada,UC13_480,110.95,111.86,2.71,V4MT,Trachyte mafic tuff,Trachyte
1246,UpperCanada,UC13_480,111.86,112.78,2.74,V4MT,Trachyte mafic tuff,Trachyte
1247,UpperCanada,UC13_480,153.92,154.84,2.74,V4M,Trachyte mafic,Trachyte
1248,UpperCanada,UC13_480,154.84,155.75,2.74,V4M,Trachyte mafic,Trachyte
1249,UpperCanada,UC13_174E,413.92,414.83,2.56,1SV4,Trachytic syenite,Syenite
1250,UpperCanada,UC13_174E,403.86,404.77,2.59,1SV4,Trachytic syenite,Syenite
1251,UpperCanada,UC13_174E,404.77,405.69,2.45,1SV4,Trachytic syenite,Syenite
1252,UpperCanada,UC13_174E,405.69,406.6,2.43,1SV4,Trachytic syenite,Syenite
1253,UpperCanada,UC13_174E,406.6,407.52,2.37,1SV4,Trachytic syenite,Syenite
1254,UpperCanada,UC13_174E,407.52,408.43,2.4,1SV4,Trachytic syenite,Syenite
1255,UpperCanada,UC13_174E,408.43,409.35,2.39,1SV4,Trachytic syenite,Syenite
1256,UpperCanada,UC13_174E,398.37,399.29,2.58,1SV4,Trachytic syenite,Syenite
1257,UpperCanada,UC13_174E,399.29,400.2,2.51,1SV4,Trachytic syenite,Syenite
1258,UpperCanada,UC13_174E,400.2,401.12,2.54,1SV4,Trachytic syenite,Syenite
1259,UpperCanada,UC13_174E,401.12,402.03,2.53,1SV4,Trachytic syenite,Syenite
1260,UpperCanada,UC13_174E,402.03,402.95,2.6,1SV4,Trachytic syenite,Syenite
1261,UpperCanada,UC13_174E,402.95,403.86,2.48,1SV4,Trachytic syenite,Syenite
1262,UpperCanada,UC13_174E,393.8,394.72,2.6,1SV4,Trachytic syenite,Syenite
1263,UpperCanada,UC13_174E,394.72,395.63,2.53,1SV4,Trachytic syenite,Syenite
1264,UpperCanada,UC13_174E,395.63,396.54,2.46,1SV4,Trachytic syenite,Syenite
1265,UpperCanada,UC13_174E,396.54,397.46,2.63,1SV4,Trachytic syenite,Syenite
1266,UpperCanada,UC13_174E,397.46,398.37,2.57,1SV4,Trachytic syenite,Syenite
1267,UpperCanada,UC13_174E,425.81,426.72,2.8,1SMa,Mafic Syenite,Syenite
1268,UpperCanada,UC13_174E,424.89,425.81,2.79,1SMa,Mafic Syenite,Syenite
1269,UpperCanada,UC13_174E,436.78,437.69,2.58,1SV4,Trachytic syenite,Syenite
1270,UpperCanada,UC13_174E,437.69,438.61,2.52,1SV4,Trachytic syenite,Syenite
1271,UpperCanada,UC13_174E,438.61,439.52,2.59,1SV4,Trachytic syenite,Syenite
1272,UpperCanada,UC13_174E,439.52,440.44,2.65,1SV4,Trachytic syenite,Syenite
1273,UpperCanada,UC13_174E,440.44,441.35,3.99,1SV4,Trachytic syenite,Syenite
1274,UpperCanada,UC13_174E,431.29,432.21,2.58,1SV4,Trachytic syenite,Syenite
1275,UpperCanada,UC13_174E,432.21,433.12,2.6,1SV4,Trachytic syenite,Syenite
1276,UpperCanada,UC13_174E,433.12,434.04,2.59,1SV4,Trachytic syenite,Syenite
1277,UpperCanada,UC13_174E,434.04,434.95,2.36,1SV4,Trachytic syenite,Syenite
1278,UpperCanada,UC13_174E,434.95,435.86,2.6,1SV4,Trachytic syenite,Syenite
1279,UpperCanada,UC13_174E,435.86,436.78,2.66,1SV4,Trachytic syenite,Syenite
1280,UpperCanada,UC13_174E,427.63,428.55,2.71,1SV4,Trachytic syenite,Syenite
1281,UpperCanada,UC13_174E,428.55,429.46,2,1SV4,Trachytic syenite,Syenite
1282,UpperCanada,UC13_174E,429.46,430.38,2.65,1SV4,Trachytic syenite,Syenite
1283,UpperCanada,UC13_174E,430.38,431.29,2.75,1SV4,Trachytic syenite,Syenite
1284,UpperCanada,UC13_174E,442.26,443.18,2.57,1Spa,Altered Syenite Porphyry,Syenite
1285,UpperCanada,UC13_174E,443.18,444.09,2.51,1Spa,Altered Syenite Porphyry,Syenite
1286,UpperCanada,UC12_463,204.83,205.74,2.54,V4M,Trachyte mafic,Trachyte
1287,UpperCanada,UC12_463,205.74,206.65,2.63,V4M,Trachyte mafic,Trachyte
1288,UpperCanada,UC12_463,206.65,207.57,2.6,V4M,Trachyte mafic,Trachyte
1289,UpperCanada,UC12_463,207.57,208.48,2.6,V4M,Trachyte mafic,Trachyte
1290,UpperCanada,UC12_463,208.48,209.4,2.61,V4M,Trachyte mafic,Trachyte
1291,UpperCanada,UC12_463,209.4,210.31,2.62,V4M,Trachyte mafic,Trachyte
1292,UpperCanada,UC12_463,201.17,202.08,2.61,V4M,Trachyte mafic,Trachyte
1293,UpperCanada,UC12_463,202.08,203.0,2.66,V4M,Trachyte mafic,Trachyte
1294,UpperCanada,UC12_463,203.0,203.91,2.67,V4M,Trachyte mafic,Trachyte
1295,UpperCanada,UC12_463,203.91,204.83,2.64,V4M,Trachyte mafic,Trachyte
1296,UpperCanada,UC12_463,195.68,196.6,2.67,V4M,Trachyte mafic,Trachyte
1297,UpperCanada,UC12_463,196.6,197.51,2.63,V4M,Trachyte mafic,Trachyte
1298,UpperCanada,UC12_463,197.51,198.42,2.63,V4M,Trachyte mafic,Trachyte
1299,UpperCanada,UC12_463,198.42,199.34,2.68,V4M,Trachyte mafic,Trachyte
1300,UpperCanada,UC12_463,199.34,200.25,2.55,V4M,Trachyte mafic,Trachyte
1301,UpperCanada,UC12_463,200.25,201.17,2.59,V4M,Trachyte mafic,Trachyte
1302,UpperCanada,UC12_463,190.2,191.11,2.56,V4M,Trachyte mafic,Trachyte
1303,UpperCanada,UC12_463,191.11,192.02,2.54,V4M,Trachyte mafic,Trachyte
1304,UpperCanada,UC12_463,192.02,192.94,2.56,V4M,Trachyte mafic,Trachyte
1305,UpperCanada,UC12_463,192.94,193.85,2.55,V4M,Trachyte mafic,Trachyte
1306,UpperCanada,UC12_463,193.85,194.77,2.54,V4M,Trachyte mafic,Trachyte
1307,UpperCanada,UC12_463,194.77,195.68,2.62,V4M,Trachyte mafic,Trachyte
1308,UpperCanada,UC12_463,184.71,185.62,2.63,V4M,Trachyte mafic,Trachyte
1309,UpperCanada,UC12_463,185.62,186.54,2.73,V4M,Trachyte mafic,Trachyte
1310,UpperCanada,UC12_463,186.54,187.45,2.57,V4M,Trachyte mafic,Trachyte
1311,UpperCanada,UC12_463,187.45,188.37,2.6,V4M,Trachyte mafic,Trachyte
1312,UpperCanada,UC12_463,188.37,189.28,2.66,V4M,Trachyte mafic,Trachyte
1313,UpperCanada,UC12_463,189.28,190.2,2.58,V4M,Trachyte mafic,Trachyte
